Symbol,AAPL M5,AAPL M5,AAPL M5,AAPL M5,AAPL M5,AAPL,AAPL,AAPL,AAPL,AAPL,Indicators,Indicators,Indicators,Indicators
Value,Open,High,Low,Close,Volume,Spread,LB,SS,LS,SB,Env_L,Env_H,Wick,StDv*2
Datetime,,,,,,,,,,,,,,
2020-08-10 14:10:00-04:00,450.33,450.74,449.66,450.38,337785,0.0,,,,,448.3115466621421,451.6137027050065,1.079999999999984,
2020-08-10 14:15:00-04:00,450.45,450.69,450.12,450.39,242419,0.0,,,,,448.3234877195677,451.6860060068203,0.5699999999999932,
2020-08-10 14:20:00-04:00,450.38,451.14,450.06,450.96,369264,0.0,,,,,448.3770444078746,451.7456250985757,1.079999999999984,
2020-08-10 14:25:00-04:00,450.95,451.22,450.5,451.11,305415,0.0,,,,,448.4330736054263,451.8417550384087,0.7200000000000273,
2020-08-10 14:30:00-04:00,451.14,451.45,450.62,450.88,331862,0.0,,,,,448.50558554707135,451.9401980415151,0.8299999999999841,
2020-08-10 14:35:00-04:00,450.88,451.28,450.68,450.77,247971,0.0,,,,,448.5550200630168,452.0349800650208,0.5999999999999659,
2020-08-10 14:40:00-04:00,450.79,451.1,450.57,450.72,233409,0.0,,,,,448.5826400335352,452.1101526127393,0.5300000000000296,
2020-08-10 14:45:00-04:00,450.74,450.74,449.79,450.3,408036,0.0,,,,,448.5734496031669,452.1033601856411,0.9499999999999886,
2020-08-10 14:50:00-04:00,450.33,451.95,450.26,451.93,503597,0.0,,,,,448.6799708274853,452.1422697782567,1.6899999999999977,
2020-08-10 14:55:00-04:00,451.94,452.82,451.57,452.53,677060,0.0,,,,,448.85887278430613,452.30301870442446,1.25,
2020-08-10 15:00:00-04:00,452.52,452.98,451.71,452.82,539815,0.0,,,,,449.0358729854341,452.4618351315349,1.2700000000000387,
2020-08-10 15:05:00-04:00,452.8,452.93,451.17,451.36,778207,0.0,,,,,449.19123332979393,452.5537478621803,1.759999999999991,
2020-08-10 15:10:00-04:00,451.37,452.1,451.36,451.41,435128,0.0,,,,,449.2530349377975,452.65509247008356,0.7400000000000091,
2020-08-10 15:15:00-04:00,451.43,451.68,451.02,451.52,401116,0.0,,,,,449.26910332036203,452.7141943863017,0.660000000000025,
2020-08-10 15:20:00-04:00,451.53,452.12,450.92,451.27,500575,0.0,,,,,449.3253682019097,452.75807853509025,1.1999999999999886,
2020-08-10 15:25:00-04:00,451.25,451.39,449.68,449.83,531329,0.0,,,,,449.3070385800293,452.6790028486523,1.7099999999999795,
2020-08-10 15:30:00-04:00,450.07,451.1,449.98,450.73,657196,0.0,,,,,449.2629576892145,452.63620241104394,1.1200000000000045,
2020-08-10 15:35:00-04:00,450.71,451.12,450.41,450.67,379944,0.0,,,,,449.22497674103016,452.638665582533,0.7099999999999795,
2020-08-10 15:40:00-04:00,450.75,451.36,450.59,450.93,452774,0.0,,,,,449.2133725781368,452.65813194069636,0.7700000000000387,
2020-08-10 15:45:00-04:00,450.95,451.15,449.99,450.05,532913,0.0,,,,,449.182964830264,452.6182852739645,1.1599999999999682,
2020-08-10 15:50:00-04:00,449.99,451.31,449.58,450.9,613198,0.0,,,,,449.17062453229744,452.54297660260056,1.7300000000000182,
2020-08-10 15:55:00-04:00,450.88,451.25,450.28,450.95,766359,0.0,,,,,449.1537724786726,452.5418736200214,0.9700000000000273,
2020-08-11 09:30:00-04:00,447.88,449.7,444.81,445.48,2706042,0.0,,,,,448.9915915578291,452.0171257211217,4.889999999999986,
2020-08-11 09:35:00-04:00,445.61,449.93,445.13,449.32,1059299,0.0,,448.87,448.87,,448.86666978174225,451.57302766551055,4.800000000000011,1.7564197618299657
2020-08-11 09:40:00-04:00,449.33,449.38,447.43,448.08,728312,0.0,,448.7,448.7,,448.7015181055124,451.39146076554323,1.9499999999999886,1.7549229850749297
2020-08-11 09:45:00-04:00,448.13,449.85,448.0,448.91,654575,0.0,,448.6,448.6,,448.59665444309627,451.281767913435,1.8500000000000227,1.7518831820484784
2020-08-11 09:50:00-04:00,448.98,449.26,447.53,448.77,546822,0.0,,,,,448.4458596607411,451.13753060944157,1.7300000000000182,1.7358876910530145
2020-08-11 09:55:00-04:00,448.78,448.97,446.86,447.48,2556367,0.0,,448.28,448.28,,448.2819459488525,450.9428937563574,2.1100000000000136,1.6970502331018016
2020-08-11 10:00:00-04:00,447.49,447.85,445.8,445.85,992361,0.0,,,,,448.0274949279168,450.66532398783414,2.0500000000000114,1.6676031461845309
2020-08-11 10:05:00-04:00,445.94,446.56,444.28,444.7,834333,0.0,,,,,447.6750214588487,450.2686872976462,2.2800000000000296,1.6374973185793071
2020-08-11 10:10:00-04:00,444.73,446.31,444.56,445.48,804462,0.0,,,,,447.3324341864214,449.93664311752815,1.75,1.6382692125100253
2020-08-11 10:15:00-04:00,445.46,446.61,445.04,446.38,546238,0.0,,,,,447.05091737861403,449.68218188842036,1.5699999999999932,1.6376602443575887
2020-08-11 10:20:00-04:00,446.36,446.55,445.29,445.8,414433,0.0,,,,,446.79053285370526,449.4758937813677,1.259999999999991,1.6377024466603998
2020-08-11 10:25:00-04:00,445.8,446.87,445.78,446.01,452596,0.0,,,,,446.58528077468685,449.33616297279264,1.0900000000000318,1.6395837500468564
2020-08-11 10:30:00-04:00,445.99,445.99,444.87,445.02,531126,0.0,,,,,446.3161813552445,449.122633311824,1.1200000000000045,1.5895669340970444
