Date,Previous Close,Close Price,return,Traded Volume,Deliverable Qty,Next_day_return,Next_day_direction
20-Jun-18,996.05,1019.25,0.023292003,7193824,3287906,0.012460142,1
21-Jun-18,1019.25,1031.95,0.012460142,10509756,5465096,-0.018847812,0
22-Jun-18,1031.95,1012.5,-0.018847812,16169978,7986234,-0.007950617,0
25-Jun-18,1012.5,1004.45,-0.007950617,5197694,2676512,-0.025387028,0
26-Jun-18,1004.45,978.95,-0.025387028,8068585,5009123,-0.013381684,0
27-Jun-18,978.95,965.85,-0.013381684,8958555,4764722,-0.021638971,0
28-Jun-18,965.85,944.95,-0.021638971,8581234,4508940,0.029102069,1
29-Jun-18,944.95,972.45,0.029102069,7966401,4374071,-0.012185716,0
02-Jul-18,972.45,960.6,-0.012185716,6660916,4155523,0.011138872,1
03-Jul-18,960.6,971.3,0.011138872,5067261,1809418,0.019355503,1
04-Jul-18,971.3,990.1,0.019355503,5000724,1659398,-0.025855974,0
05-Jul-18,990.1,964.5,-0.025855974,18719353,5001526,0.013530327,1
06-Jul-18,964.5,977.55,0.013530327,9161266,4334629,0.019998977,1
09-Jul-18,977.55,997.1,0.019998977,5170189,2125680,0.028683181,1
10-Jul-18,997.1,1025.7,0.028683181,10444513,5119543,0.012771766,1
11-Jul-18,1025.7,1038.8,0.012771766,8665072,4132538,0.041923373,1
12-Jul-18,1038.8,1082.35,0.041923373,24109297,8426615,0.016122326,1
13-Jul-18,1082.35,1099.8,0.016122326,17967282,6936199,-0.021458447,0
16-Jul-18,1099.8,1076.2,-0.021458447,6595781,2315158,0.015006504,1
17-Jul-18,1076.2,1092.35,0.015006504,6469256,2479774,0.000183091,1
18-Jul-18,1092.35,1092.55,0.000183091,4682099,1252943,0.011258066,1
19-Jul-18,1092.55,1104.85,0.011258066,5433617,2239525,0.021541386,1
20-Jul-18,1104.85,1128.65,0.021541386,8018150,2628164,-0.007398219,0
23-Jul-18,1128.65,1120.3,-0.007398219,5842496,3433559,-0.008345979,0
24-Jul-18,1120.3,1110.95,-0.008345979,4469144,2148011,0.003780548,1
25-Jul-18,1110.95,1115.15,0.003780548,5949680,3074960,-0.004035332,0
26-Jul-18,1115.15,1110.65,-0.004035332,6424867,4020019,0.017287174,1
27-Jul-18,1110.65,1129.85,0.017287174,6679468,2217077,0.019073328,1
30-Jul-18,1129.85,1151.4,0.019073328,13872467,6108940,0.030050373,1
31-Jul-18,1151.4,1186,0.030050373,13875377,5751741,0.005354132,1
01-Aug-18,1186,1192.35,0.005354132,9704295,3037359,-0.020128318,0
02-Aug-18,1192.35,1168.35,-0.020128318,6248975,2437701,0.007360808,1
03-Aug-18,1168.35,1176.95,0.007360808,6645397,3103032,0.013297081,1
06-Aug-18,1176.95,1192.6,0.013297081,4016418,1410496,-0.007043435,0
07-Aug-18,1192.6,1184.2,-0.007043435,4059460,1487015,0.02828914,1
08-Aug-18,1184.2,1217.7,0.02828914,7912437,2923306,0.000205305,1
09-Aug-18,1217.7,1217.95,0.000205305,6846928,2921760,-0.011289462,0
10-Aug-18,1217.95,1204.2,-0.011289462,3581210,1461098,-0.013702043,0
